Date,Titles
04-04-2020,"Tata Harrier 2019-2023 Price, Images, Mileage, Reviews, Specs. Sunil A. D'Souza set to take over as MD&CEO of Tata Global Beverages | Mint. To spearhead FMCG ambitions, TGBL renamed as Tata Consumer Products Ltd. "
09-04-2020,Tata Motors introduces XT+ variant of Harrier at Rs 16.99 lakh. August 2020 : Indian Car Sales Figures & Analysis. India car sales analysed: August 2020. 
11-04-2020,"IT, banks drag Indian shares down as US rate fears resurface. Oil leakage in a new Tata Altroz. Tata Motors conducts engineering coaching for underprivileged students. "
12-04-2020,Which Is Tata Group's Most Expensive Stock? All You Need To Know About Tata Elxsi Share Price. Heavy trucks begin to pull out of slow lane | Mint. Tata Motors reveal December year-end offers. 
14-04-2020,"RBI announces dates for issuance of sovereign gold bonds | Mint. Date for renewal of health, motor insurance policies extended to April 21. Corona Virus Lockdown: Book Tata Motors cars online, get home delivery. "
23-04-2020,Rs 8 to Rs 66 : This engineering stock turned into a multibagger in three years. Tata Motors' Maruti Dzire and Honda Amaze rival under works. 2019 Report Card - Annual Indian Car Sales & Analysis!. 
01-05-2020,"Tata Harrier turns one, anniversary campaign announced across India. Cyrus Mistry shuns top posts at Tata companies, seeks board seat | Mint. 15,000+ Tata Harrier units sold in roughly one year. "
02-05-2020,"Tata Motors flexes EV muscle, launches Harrier at ₹13.69-16.25 lakh. Tata Motors showcases HBX, Sierra EV Concept, Gravitas and Harrier 2020 at Auto Expo 2020. Tata Motors reveals concept electric SUV Tata Sierra at Auto Expo 2020 | See Pics. "
06-05-2020,"What’s the euphoria behind Tata Motors stock? | Mint. Warje Urban Forest in Pune now a role model for the country. Abu Dhabi's Mubadala to invest Rs 9,093.60 cr in Mukesh Ambani's Jio Platforms. "
08-05-2020,"Ram Mandir inauguration: A look at 500-year timeline, from Babri Masjid to Lalla Virajman | Mint. The End of an Era as Tata Motors Prepare To Sell Their Passenger Car Business. Kia Sonet vs Nissan Magnite: What concepts suggest so far. "
09-05-2020,"Force Motors Gurkha 2017-2020 Price, Images, Specifications & Mileage. EESL to procure Tata Nexon EV and Hyundai Kona EV. Sunny Side Up — Tata Harrier XT+ Variant Launched. "
13-05-2020,Tata Motors restarts operations at selected plants and dealerships. Tata Altroz EV @ Auto Expo 2020. Tata Motors restarts operations at select plants and dealerships. 
17-05-2020,"Who is Tata Motors' new CPO? | Supply Chain Magazine. UKs Richie Rich: Hinduja, Reuben brothers second wealthiest on British daily's rich list of 2020. Coronavirus lockdown extended till 31 May, says NDMA | Mint. "
18-05-2020,"For the first time in over a decade, TCS contributes less than half to Tata Group Mcap. 5 special fixed deposits (FDs) going to end in March 2023 | Mint. Tata Group-owned Jaguar-Land Rover to revive largest plant by mid-May. "
19-05-2020,"Jaguar Land Rover Special Vehicle Operations reports fiscal 2019/20 retail sales growth. Tata Tiago 2019-2020 XZ On Road Price (Petrol), Features & Specs, Images. Lockdown easing: Tata Motors-Fiat Chrysler JV unit resumes production | Mint. "
20-05-2020,"T1 Prima Race Truck From Tata Motors: Picture Gallery. Tata Power share price rises 7% post Q4 numbers, board recommends 155% dividend. Amphan grows to Category 5 in record 18 hours; landfall likely today | Mint. "
23-05-2020,"Mumbai-Delhi flights min price capped at Rs 3,500, max Rs 10,000. 80% vehicles will still run on IC engines by 2030: Bosch Ltd | Mint. Tata Projects augments hospital infra with 2,304 beds across India for Covid-19 patients. "
25-05-2020,"Coronavirus impact: Tata Group top rung to take 20% pay cut. Suzuki Motor Gujarat starts production. Ratan Tata-backed startup to produce over 3,000 mobile petrol pumps this year | Mint. "
29-05-2020,"TCS, Infosys or HDFC Bank: Which company has the best history of rewarding its shareholders?. Sensex down 144 points, reaches 32,056 at 10:19; Nifty falls 0.21% - 29 May 2020 | Mint. Tata Motors Indonesia offers an SCV free with Ultra 1014 truck or LPT 913 tipper. "
31-05-2020,Covid-19: Tata Motors extends service warranty period to July 31. Tata Motors announces extended warranty due to Coronavirus pandemic. Coronavirus update: Volvo Car India extends warranty on vehicles till May 31. 
01-06-2020,"Tata Nano ends 2019 with zero production; sales of 1 unit. Tata Motors sees a decline in sales for 14 months in a row. 'BUY' or 'SELL' ideas from experts for Monday, 6 January, 2020. "
02-06-2020,"Tata Motors @ Auto Expo 2020. Auto Expo 2020: Dates, time, venue, tickets, bookings, how to attend. BS6 Tata Hexa Safari Edition Unveiled At Auto Expo 2020. "
03-06-2020,"Higher CPI, volatile stocks and yields: RBI explains how OPEC decisions impact Indian economy | Mint. Volkswagen Tiguan Allspace launch date announced; check details. Tata Harrier petrol & Tata Gravitas petrol under development, five-seater coming first - Report. "
08-06-2020,"Rs 50 to Rs 235: This Tata group stock turned into a multibagger in three years; buy, sell or hold?. Rs 302 to Rs 3,660: This power stock turned into a multibagger in three years; likely to hit Rs 7,000 in a year. Karnataka govt gives nod to Tata Motors to invest ₹2,040 crore in Dharwad plant. "
10-06-2020,"Stocks in the news | Infibeam Avenues, Tata Motors, Britannia, Majesco, PVR, Deepak Fertilizers. TCS becomes second Indian firm to cross Rs 10 lakh-crore market cap. September 2020 : Indian Car Sales Figures & Analysis. "
12-06-2020,"Why acquiring a stake in bigbasket makes sense for the Tata group. Ratan Tata - The 'Accidental' Startup Investor. BJP govt always thinks of farmers' welfare, says Sunny Deol amid protests | Mint. "
15-06-2020,"Tata Motors to shed 1,100 JLR jobs after pandemic hits earnings. Tata Motors reports massive Rs 9,864 crore net loss for March quarter as coronavirus hit sales. Reliance Industries' rights issue share debuts at Rs 690. "
16-06-2020,"Tata Motors owned Jaguar Land Rover plans over 1,000 job cuts. As virus hits profit at Tata Motors, debt begins to look unsustainable | Mint. The Most Valuable Bits of the Tata Group Empire. "
18-06-2020,Kerala MVD to use Tata Nexon EVs for enforcement duties. Tata Motors sets up emergency helpline and arranges essentials for truck drivers country-wide. Maruti Suzuki: Why India's top carmaker is resisting more air bags. 
21-06-2020,"Coronavirus crisis: Tata Motors, JSW Steel & Hindalco put off capex amid uncertainty in economic recovery. Punjab National Bank plans to hit capital market in Q4 | Mint. Govt to defer new emission norms for agri tractors, harvesters & construction equipment vehicles by 6 mon. "
24-06-2020,"T1 Prima Race Truck From Tata Motors: Picture Gallery. Downturn in auto, real estate sectors, lockdown pains hit Asian Paints. Lamborghini SCV12: Squadra Corse hypercar ready to hit the track. "
26-06-2020,"Oct 16, 2023 - - Why Tata Motors Share Price is Rising. Which Is Tata Group's Most Expensive Stock? All You Need To Know About Tata Elxsi Share Price. ITC Q4 results today: What to expect & how the Nifty topper stock may react. "
27-06-2020,"Tata Motors' Vivek Srivatsa: ‘Thanks to digital space, OEMs can go anywhere in the country’. In Pics | Vitara Brezza, Nexon, Venue & other top-selling compact SUVs that you can buy for under Rs.... Mild to medium colour blind people can now obtain driving licence. "
30-06-2020,"Rs 322 to Rs 3,472: This power stock turned into a multibagger in three years; trading at record high. Stock market news: Tata Motors shares up 3%. Markets on fire, indices close at record highs; banks, auto stocks soar | Mint. "
01-07-2020,First Look: Tata Nexon EV. Tesla to export cars made in China to Europe | Mint. From GAP to Hamleys: 7 brands you didn’t know were under Reliance Retail in India. 
02-07-2020,Tata Altroz EV @ Auto Expo 2020. 2020 Tata Harrier BS-VI launched with automatic transmission and host of upgrades. Tata Motors unveils the new Winger at Auto Expo [Photo Gallery]. 
03-07-2020,"Tata Motors begins work on Altroz-based sedan. 'Baaghi 3' rakes in ₹17.5 crore on opening day; biggest opener of 2020 so far | Mint. Bengaluru, Mar 7 (PTI) Following are today's. "
11-07-2020,Tata Altroz XM+ launched in India for Rs 6.6 lakh; check out features. Tata Altroz XM+ trim launched at Rs 6.6 lakh. October 2020 : Indian Car Sales Figures & Analysis. 
12-07-2020,"Tata Motors Year-end December 2020 Offers: Save Up To Rs 65,000 On Tata Harrier, Tigor, Nexon Diesel. Tata Nexon EV crosses 2,000-unit sales milestone. Check Out These Amazing Year-End Tata Discounts for December 2020. "
17-07-2020,"Ratan Tata Remembers First Visit To ""Legacy City"" Named After Founder Of Tata Group. Car Sales analysis - Jan to Dec 2020. Multibagger FMEG stock zoomed 400% in three years; hit record high in previous session. "
18-07-2020,"When Ratan Tata first visited the ‘legacy city' of the Tata Family | Mint. COVID-19 impact: Indian spices rise in demand for immunity properties, exports up 34% in June. First public EV charging station in Delhi inaugurated. "
20-07-2020,"My beloved little hatchback - Tata Tiago XZ Diesel Review. EDIT : 50000 km up. Kia Sonet listed on official website, launch on August 7. Check out banks with lowest home loan interest rates | Mint. "
21-07-2020,Ratan Tata says future head of Tata Trusts might not be a Tata. Our Bureau. Banks sanction Rs 1.27 lakh crore worth loans to MSMEs under credit guarantee scheme. 
23-07-2020,Rossari Biotech share drops 5% on board nod to raise Rs 300 crore. My beloved little hatchback - Tata Tiago XZ Diesel Review. EDIT : 50000 km up. Laying-off employees not a solution to survive post covid: Ratan Tata | Mint. 
24-07-2020,ITC Q4 results today: What to expect & how the Nifty topper stock may react. Layoffs During Pandemic Shows India Inc's Lack of Empathy: Ratan Tata. Tata Altroz XT Mid-Spec Variant Gets Automatic Climate Control; Price Remains The Same. 
25-07-2020,"Tata Altroz XT variant updated with auto climate control. No flights at Kolkata airport on July 25, 29 due to lockdown: AAI. CNG prices increased in Delhi, Noida, Ghaziabad; check new rates here. "
26-07-2020,"Coronavirus Pandemic: Tata Marcopolo Plant In Karnataka To Remain Shut For 8 Days. Kia Sonet, Nissan Magnite & Tata Blackbird: Ten upcoming compact SUVs to watch out for. How many cars did Maruti Suzuki, Hyundai, M&M, others export in Q1 FY21. "
27-07-2020,Tata Motors share falls as Rakesh Jhunjhunwala pares stake in June quarter. Tata Altroz XT variant updated with automatic AC. Car Sales analysis - Jan to Dec 2020. 
28-07-2020,Rs 8 to Rs 403: This utility stock turned into a multibagger in three years. Market share at all-time low but Tata Motors aspires to enter league of top three. THIERRY BOLLORÉ ANNOUNCED AS NEW CHIEF EXECUTIVE OFFICER OF JAGUAR LAND ROVER | JLR .... 
29-07-2020,Omaxe share price hits fresh 52-week low after firm defers Q4 earnings. Ratan Tata remembers JRD Tata on 116th birth anniversary. India may not alter rules of engagement with AIIB | Mint. 
31-07-2020,Rs 39 to Rs 504: This railway stock turned into a multibagger in three years; trading near record high. Covid-19: Tata Motors extends service warranty period to July 31. Tata Motors announces extended warranty due to Coronavirus pandemic. 
02-08-2020,"Tata Altroz EV @ Auto Expo 2020. Tata, Mahindra, Skoda, Maruti Suzuki, MG, Hyundai Day 2 video highlights at Auto Expo 2020. The Tata HBX Is A Lesson On How To Make A Mini SUV. "
03-08-2020,Tata Group's Debt Threat. Indian Railways' Central Railway zone to operate extra trains for Holi. Full list here | Mint. Big Auto's Expo Woes. 
09-08-2020,"Land Rover Defender Gains Plug-in Hybrid Electric Power, Six-Cylinder Diesel and new X-Dynamic Model. Tata Motors trademarks Camo / Dark editions. Tata Motors launches Nexon EV 3D Commerce. "
11-08-2020,Tata Motors aims to have widest SUV portfolio in domestic market. 65 Tata Nexon EV's delivered to Kerala Motor Vehicles Department. Kerala MVD to use Tata Nexon EVs for enforcement duties. 
12-08-2020,"Share Market HIGHLIGHTS: Nifty up 8 pts at 19,681, Sensex ends 29 pts lower; Hindalco gains 4%, Tata. Tata Altroz Turbo DCT automatic spied; More details leaked. Bharat Bandh called tomorrow: Latest updates | Mint. "
16-08-2020,"Tata group may offload stake in JLR, UK steel plant as bailout deal with British govt fails. Tata May Sell Stake in Jaguar, UK Steel Plant as Talks With British Government Fail. 2020 Maruti Vitara Brezza Facelift 1.5L Petrol : Official Review. "
17-08-2020,"Rs 16 to Rs 1,312: This solar stock turned into a multibagger in three years; down 13% from record high. 17 prisoners in Dhanbad Divisional Jail test positive for COVID-19 | Mint. Tata Altroz turbo petrol: Test mule spotted; launch later this year. "
18-08-2020,This Jhunjunwala stock delivered multibagger returns in three years; can it hit Rs 636 mark?. Tata Motors rolls out 1000th Nexon EV off production line. Tata Motors launches special schemes for customers in Mumbai and Thane. 
19-08-2020,"Tata Nexon EV achieves 1000 units production milestone. Sensex ends 394 points lower, snaps 3-days of gains; Banks, financials drag | Mint. What Job Losses in the Formal Sector Tell Us About the Lockdown's Impact on Economy. "
23-08-2020,Tata Group chief gets himself an all new SUV | Mint. Chairman of Tata Motors - N. Chandrasekaran - gets a Nexon EV. Inclusive Tech to Power Businesses. 
24-08-2020,"Tata Altroz 2020-2023 Price, Images, Mileage, Reviews, Specs. DIY: Footwell Lights Install in a Tata Tiago. MG Motor forays into pre-owned car business in India | Mint. "
25-08-2020,"Eicher Motors stock jumps 7% to record high, crosses ₹4,000 mark for first time; here's why | Mint. Share Market HIGHLIGHTS: Nifty up 8 pts at 19,681, Sensex ends 29 pts lower; Hindalco gains 4%, Tata. Tata Motors seeks approval to ratify minimum remuneration of CEO & MD Guenter Butschek in AGM. "
26-08-2020,"Closing Bell: Nifty ends above 11,500, Sensex gains 230 pts led by auto, banks. Tata Motors chairman Chandrasekaran faces flak over shareholders’ wealth erosion, high salary to CEO Butschek. Stocks in Focus on August 26: TCS, Ircon International to Two-wheeler Companies; here are expected newsmake.... "
27-08-2020,"Tata Motors to produce efficient, futuristic commercial vehicles. IndusInd Bank share gains over 9% intra day, here's why. Tata Power is shifting to a B2C model, says Sinha | Mint. "
28-08-2020,"Rs 64 to Rs 839 in three years: This Tata Group stock clocked losses in six of seven quarters. Rs 27 to Rs 399: This metal stock turned into a multibagger in three years; trading near record high. Tata Motors to sell 600 military trucks to Royal Thai Army, says envoy. "
30-08-2020,Tata Motors unveils upgraded range of Commercial Vehicles. Kawasaki launches BS6 Vulcan S to compete with Harley Davidson’s Street 750 | Mint. Rebooting Economy XXIII: What stops India from taking care of its crisis-hit workers?. 
02-09-2020,"Tata Motors @ Auto Expo 2020. Tata, Adani, Hyundai queue up to run private trains on Indian Railways' tracks | Mint. 4 things you need to know about Maruti Suzuki’s Vitara Brezza with petrol engine. "
04-09-2020,"Multibagger stock gained 791% in three years; supplier for Tata Motors might hit fresh high. Stories of Himanshu Jangid of Cartist, Jaipur.. Tata Nano and Safari Storme discontinued in India. "
05-09-2020,"RSI pull back in Tata Motors suggests a buying opportunity. 2020 S-Cross ready, will launch after lockdown: Maruti Suzuki. How Covaxin became a victim of vaccine triumphalism | Mint. "
07-09-2020,"TCS Q4 results today: How stock may react and what's the best option trading strategy. Discounts of up to Rs 80000 on Tata Harrier, Nexon and Tiago in July. Gujarat cancels 2018 tariff hike to Adani, Tata, Essar's ultra mega power plants | Mint. "
08-09-2020,"Hyundai Creta 2020 All Photos At Auto Expo 2020. Tata Harrier Petrol And Tata Gravitas Spied Together; Launch End Of 2020. A year on, here’s how MG Hector outpaced rivals. "
09-09-2020,"Rs 298 to Rs 2,969: This stock turned into a multibagger in a year. Experience Tata Nexon EV in 3D on the company’s official website. Toyota Kirloskar partially resumes operations at Bidadi. "
10-09-2020,"Tata Motors launches ‘Stop the Endless Accident' campaign. How India's biggest cities have got back to work. Share Market Highlights: Sensex ends 326 points higher, Nifty at 11,914 as RBI keeps repo rate unchanged at 4%. "
12-09-2020,"‘Ta-ta’ rivals: 6 Tata cars slated for launch in next 6 months for showdown. Let’s discuss, debate tomorrow at Global Auto SCM Virtual Summit 2020. Tata pegs Shapoorji Pallonji stake at half the latter’s claim | Mint. "
14-09-2020,"New Jaguar F-PACE Exterior: Luxurious, Purposeful and Dynamic. Tata Altroz becomes official partner of IPL 2020. Universal Sompo partners with Tata Motors Insurance Broking & Advisory Services. "
15-09-2020,"DIY - Illuminated power window switches in the Nexon & other Tata cars. SAIL seeks nod from Odisha, Jharkhand to auction 70 MT fines. Stocks in the news | NALCO, ITC, Adani Ports, REC, HDFC, Jubilant Industries. "
16-09-2020,Tata Projects wins bid to construct new Parliament building for Rs 862 crore. Volkswagen follows Daimler with green-bond cost savings in debut deal | Mint. Tata Projects Ltd wins bid to construct new Parliament building: Officials. 
17-09-2020,"Tata co wins Parliament project | Mint. Rs 351 to Rs 1,440: This stock turned into a multibagger within a year. Tata Nexon becomes first Indian car to be published on International Dismantling Information System. "
19-09-2020,"Unique digital experiences, first-time advertisers; IPL 2020 promises to be different. Former Tata exec Rajiv Dube returns from Birla co. TCS stays bullish on campus hiring | Mint. "
20-09-2020,"Coronavirus India lockdown Day 179 | September 20, 2020. Tata Altroz diesel gets a silent price cut. Farmers protest against farm bills in Haryana | Mint. "
21-09-2020,Tata Nexon EV now available with new limited period subscription offer. T1 Prima Race Truck From Tata Motors: Picture Gallery. Tata Motors launches new subscription service for Tata Nexon EV: Details here | Mint. 
22-09-2020,"Tata Altroz Turbo variant spied sans camouflage ahead of launch. Tata Tiago crosses 3 lakh unit production milestone. Tata Motors rolls out the 3,00,000th Tiago from its Sanand plant. "
23-09-2020,"Charges Framed Against Pradeep Panigrahi, Akash Pathak In Tata Motors Job Forgery Case | Odisha. Court frames charges against MLA in job scam. Tata Motors slashes Altroz diesel prices by Rs 40,000 to cash in on festive demand. "
24-09-2020,"Tata Tiago crosses 3 lakh unit production milestone - Page 3. Festive season sales: Flipkart ties up with Max Fashion to widen portfolio. Isuzu Motors drives in BSVI-compliant D-Max range in India, prices start at ₹7.84 lakh | Mint. "
25-09-2020,Tata Tiago crosses 3 lakh unit production milestone - Page 3. Harley-Davidson to shut operations in India; here are some of the auto brands that have exited India in.... Ministry Of Road Transport And Highways To Use IT Services For Better Enforcement Of Traffic Rules. 
26-09-2020,"Kia Sonet, Tata Nexon or Vitara Brezza? Which of these compact SUV tops list of 10 most powerful cars in.... Massive protest in London against COVID-19 lockdown and restrictions | Mint. Tata provides 51 Winger ambulances to Pune District Council in fight against COVID-19. "
27-09-2020,"Tata Nexon deals: EMIs starting at Rs 5,999, zero down payment, and other discounts offered by Tata Motors. President Kovind gives his assent for 3 farm bills passed by Parliament | Mint. Kerala MVD to use Tata Nexon EVs for enforcement duties. "
29-09-2020,Tata Sons looks to buy Mistrys' stake; not keen on new stakeholder. Walmart looks to join hands with Tata group in retail push | Mint. 51 units of Tata Winger Ambulance delivered to Pune Zilla Parishad. 
30-09-2020,"Tata Motors share rises 4% after Q3 global sales climb 37%. Buy Tata Motors, target price Rs 252: Motilal Oswal. Tata Motors turn investment experts bullish — some of them still unconvinced. "
03-10-2020,Tata Motors begins work on Altroz-based sedan. TCS declares ₹12 a share interim dividend | Mint. Tata Motors opens its fifth driver well-being facility in Udaipur. 
04-10-2020,"Tata Motors Bets Big On SUVs. Amaria is new MD of Tata Capital Financial Services. Good Friday 2020: Check out wishes, images, status and messages. "
06-10-2020,"This stock turned Rs 1 lakh into Rs 7 lakh in one year, did you miss the rally?. T1 Prima Race Truck From Tata Motors: Picture Gallery. Stock Market Highlights: Sensex, Nifty end with gains, up nearly 1%; PSU banks surge, IndusInd Bank top gainer. "
07-10-2020,"Rs 8 to Rs 1,258: This solar stock turned into a multibagger in three years, hit record high today. TCS Q1 results today: How investors should trade the stock; 6 major factors to watch. Not corporate governance, Cyrus Mistry eyes foothold in group: Ratan Tata | Mint. "
08-10-2020,"Tata Nexon, Altroz prices increased from August 10, 2020. How Tata Motors Finance navigated its way through this pandemic and built a future ready organisation. Tata Motors launches health and hygiene accessories. "
11-10-2020,Tata Altroz driven: ‘Gold Standard’ losing Midas touch as segment grows competitive?. Kolkata Metro services to go up by 25% from 11 November | Mint. Tata Gravitas to be launched in early 2021. 
12-10-2020,"Indian Hotels shares delivered multibagger returns in three years; can they hit fresh high?. Tata HBX shows production-ready alloy wheels ahead of launch. Rahul Gandhi says President should inaugurate new Parliament building, not PM. "
16-10-2020,"This Tata-backed stock turned ₹1 lakh into ₹10 lakh in 2 years, rising about 900% on D-Street | Mint. JLR to launch electric Jaguar I-PACE in India in early 2021. Audi Q2 India launch on October 16, 2020. "
17-10-2020,Tata Motors Partnered with HDFC Bank for Financing of Passenger Vehicles. India ranks 94th in Global Hunger Index; falls into 'serious' category. CoC approves Kalrock Capital-Murari Jalan's plan to revive Jet Airways. 
18-10-2020,"Tata Motors revises Nexon EV prices: Details here | Mint. Tata Motors, HDFC Bank team up to offer festive financing offers: Rs 799 per lakh per month EMI & more benefits!. 'May good triumph over evil': Joe Biden, Kamala Harris' wishes on Navratri. "
22-10-2020,"Sensex, Nifty snap 4 days of gains, close in the red; banks, pharma stocks bleed | Mint. Best offers, discounts on cars this festive season: Maruti, Honda, Hyundai, Tata Motors, others. Tata Motors to kick off service camp across 1500+ dealerships in November. "
23-10-2020,"GM India accumulated losses inch towards Rs 10,000 crore. TCS, Infosys or HDFC Bank: Which company has the best history of rewarding its shareholders?. CSK vs MI Tata IPL 2023 Highlights: Rahane, Gaikwad lead CSK to 7 wickets win over MI | Mint. "
24-10-2020,"Tata Motors reaches 5 million production milestone, last million units in 28 months. Sensex ends over 500 points higher, Nifty near 13,750 as banks, financials soar | Mint. Tata Motors bags order of 6413 vehicles from Andhra Pradesh State Civil Supplies Corporation for this LCV. "
25-10-2020,"Tata Motors crosses 40 lakh cumulative production milestone. Sensex ends down 287 pts, Nifty below 17700; PSU banks surge, FMCG stocks hit | Mint. Dussehra Picks | These 11 stocks surge over 300% in a year. "
28-10-2020,"Buy TATA Motors; target of Rs 230: Motilal Oswal. Sensex tanks 600 pts, Nifty ends at 11,730 amid global rout; Bharti Airtel shines | Mint. Tata Altroz Price - Images, Colours & Reviews. "
29-10-2020,"TVS Motor Company posts ₹196 crore net in Q2. Sensex, Nifty end lower for 3rd straight session; banks, auto stocks drag | Mint. Tata Gravitas Automatic interior leaked ahead of launch; sunroof missing. "
31-10-2020,"Tata Motors launches ‘Grahak Samvaad 2020’ to enhance customer experience. Unlock 5: Lockdown extended till 31 Oct, cinema halls can operate at 50% capacity | Mint. Best offers, discounts on cars this festive season: Maruti, Honda, Hyundai, Tata Motors, others. "
03-11-2020,"TCS dividend history: A look at Tata group IT giants payouts in past five years. Tata Motors begins work on Altroz-based sedan. TCS, Infosys or HDFC Bank: Which company has the best history of rewarding its shareholders?. "
10-11-2020,65 units of Tata Nexon EV delivered to Kerala Motor Vehicle Department. New Hyundai Elite i20 Turbo DCT spied testing ahead of launch. Sensex zooms 680 points to hit record high; Nifty ends at 12631; banks shine | Mint. 
13-11-2020,"Sensex ends 86 points higher in volatile session; Nifty at 12,720; banks recover | Mint. Tata Nexon: Global NCAP's first 5-Star Indian car. Do you own any of these 28 stocks that helped Nifty scale Rs 100 lakh crore in market-cap?. "
15-11-2020,"Tata Motors Outlook for the Week (December 25, 2023 - December 29, 2023). Pollution levels severe in Delhi as cracker ban is flouted | Mint. Delhi's air quality turns 'severe' post Diwali; firecracker ban goes up in smoke. "
17-11-2020,"Car buyers opting for more Tata petrol cars than diesel: Here’s why!. Sensex ends at record high led by banks, gains 314 pts; Nifty closes at 12,874 | Mint. India Inc's Q2 profit grows 3x to record Rs 1.45 lakh cr; sales down 6.3%. "
18-11-2020,"DIY - Illuminated power window switches in the Nexon & other Tata cars. Days in office to reduce 30%, business travel 50% after pandemic, says Bill Gates. Tata Motors extends Diwali offer on small commercial vehicles: Win LED TVs, gold vouchers and more. "
23-11-2020,"Indian Corporate Bonds dealt-Oct 8. Tata Motors Associate With Jamshedpur Fc As Official Automobile Partner - Jamshedpur Football Club. Sensex closes above 44,000, Nifty holds above 12,900; ONGC top gainer | Mint. "
26-11-2020,Ratan Tata's soul-stirring post on 12 years of 26/11 Mumbai terror attack. Read here | Mint. 12th anniversary of 26/11 terror attack: Ratan Tata pays tribute to Mumbai citizens. Tata Steel to raise $7 billion from sale of Netherlands business. 
27-11-2020,"Odisha Vigilance files 5,000-page chargesheet against former IFS officer Abhay Pathak, son in DA case. Sensex, Nifty end lower in choppy trade; broader indices outperform | Mint. D-Street Buzz: Nifty Auto outperforms led by Tata Motors, TVS Motor; Ashok Leyland, Exide up 4-5%. "
28-11-2020,"DTC moves closer to procuring 1,250 buses. Biden will be a president who represents the best of America, says Kamala Harris. 2020 Tata Nexon Review: Transition boasts much more to it than meets the eye. "
04-12-2020,"Tata Motors' Rajendra Petkar: 'Pandemic paving the way for significant collaboration opportunities.'. Sensex, Nifty close 4% lower as bears tighten stranglehold | Mint. Traders' Guide: Nifty has key support at 14,600 and 14,500 levels. "
05-12-2020,Jaguar Land Rover owner’s India business has no value: CLSA. Tata Motors has zero value without Jaguar Land Rover: CLSA. Tata Altroz turbo petrol to be launched this festive season - Report. 
06-12-2020,"Rs 7 to Rs 326: This NBFC stock turned into a multibagger in three years. JLR saved the last quarter for Tata motors⁠— but the challenges in China, UK, and Europe are mounting. Mahindra & Mahindra rallies 6% as board to consider fund raising plan. "
07-12-2020,"Auto Expo 2020 to be held from February 5-12 next year. Auto Expo 2020 preview. Top 15 new SUV launches in 2020 - Maruti Brezza Petrol, Hyundai Creta, Tata Harrier Auto. "
08-12-2020,"Tata Motors hikes prices of Nexon petrol by up to Rs. 14,500. Tata Nexon, Harrier, Altroz, Tiago and Tigor prices revised. Tata Power merges Mundra plant into parent for capital support | Mint. "
09-12-2020,Tata Motors set to sell stake in 2 units amid plans to turn debt-free. Tata Motors ready to sell stakes in 2 units | Mint. My 2020 Flame Red Tata Tiago XZA+ Automatic Review | EDIT: 2 years & 15000 km up. 
11-12-2020,"Tata Nexon 2020-2023 XMA S AMT Diesel BSVI On Road Price, Features & Specs, Images. Tata Motors trademarks three new nameplates for upcoming cars. Sensex ends 139 points higher, Nifty holds 13,500-mark; ONGC, NTPC top gainers | Mint. "
12-12-2020,"Tata Motors floats VRS scheme to control costs: Report. In cost-cutting drive, Tata Motors offers VRS to staff. Tata Motors offers VRS scheme to employees; auto major's 3rd in four years. "
13-12-2020,Tata Motors’ Nexon EV chosen as preferred car for Climate Change Mitigation Expedition | Mint. Looking for the Thump. Maruti Suzuki set to reenter diesel segment next year: Report. 
14-12-2020,"Sensex gains 154 pts led by L&T, ONGC; Nifty ends at 13558; Burger King up 130% | Mint. Owning Tata Nexon electric SUV now easier as Tata Motors slashes subscription plan prices. Special Service Camps Announced By Mahindra And Hyundai For Its Customers In December. "
15-12-2020,Tata Altroz drives into the India Book of Records. Tata Altroz locks in a landmark entry into the India Book of Records. Tata HBX front design leaked; to be launched in India next year. 
16-12-2020,Tata Altroz drives into the India Book of Records. Tata Altroz locks in a landmark entry into the India Book of Records. Here's Your First Look At The Face Of The Production-Spec Tata HBX. 
17-12-2020,Tata Motors to buy out partner’s stake in bus joint venture Tata Marcopolo for Rs 100 crore. Tata Motors to buy out partner Marcopolo’s share in bus venture for Rs 100 crore. Tata Motors buys out Brazil’s Marcopolo S.A in bus JV for ₹100 crore. 
18-12-2020,"Tata Motors announces Go Green initiative for commercial vehicles | Mint. Top 5 hatchback launches of 2020. Singer Neha Kakkar pregnant, flaunts baby bump in new picture. "
19-12-2020,"Tata Motors Stocks Live Updates: Tata Motors Sees Minor Dip in Price, SMA3 at Rs 730.53. The worst luxury cars of 2020 | Mint. All About Cars - Kia Sonet vs Tata Nexon, Toyota Fortuner vs Ford Endeavour, Best SUVs. "
21-12-2020,"Tata Motors to increase commercial vehicle prices from January. Tata Steel, UPL, Tata Motors: Bear grip firm on stocks with UK exposure. Market recap for 21 December 2020. "
22-12-2020,"Indices recover; Sensex reclaims 46K, Nifty ends above 13,450 as IT stocks shine | Mint. Tata Motors shares slip 3% on commercial vehicle price hike from Jan 2021. Tata Motors to introduce Altroz turbo in January. "
23-12-2020,"Sensex zooms 437 points, Nifty ends above 13,600; broader indices outperform | Mint. Tata Ultra T.7 truck launched, designed for urban transportation. Tata Motors launches Ultra T.7 truck for urban transportation. "
24-12-2020,"New Tata Altroz turbo-petrol variant likely to be launched next month. Sensex ends over 500 points higher, Nifty near 13,750 as banks, financials soar | Mint. General Motors Employees Union challenges layoff of 1,419 at Talegaon. "
