Date,Titles
26-3-2020,Tata Altroz EV - Now in pictures. Rs 22 to Rs 118: This stock held by Rakesh Jhunjhunwala turned into a multibagger in one year. Parle to donate 3 crore packs of Parle G biscuits through government agencies | Mint. 
27-3-2020,"Multibagger stock rose 3,600% in three years; hit 52-week high today. Tata Motors to set up new subsidiary for passenger vehicles | Mint. Tata Motors announces extended warranty due to Coronavirus pandemic. "
28-3-2020,"Coronavirus crisis: DRDO working with Tata, Mahindra on 'multi-patient ventilators'. Tata Motors to form separate subsidiary for passenger vehicles and EVs. Tata Group commits ₹1,500 crore to fight Covid-19 | Mint. "
29-3-2020,"Stock markets to open only 11 out of 21 days of lockdown. 49-day lockdown necessary to stop coronavirus resurgence in India: Study | Mint. Tatas pledge Rs 1,500 crore to help fight coronavirus. "
30-3-2020,"Coronavirus impact: Vistara or AirAsia India? Tata Group must pick one as losses mount. Safety for All | COVID-19. Buzzing Stocks | UltraTech Cement, TCS and others that will be in focus today. "
31-3-2020,"Buy Tata Motors, target price Rs 210: ICICI Direct. MRF share price rises on two-fold jump in Q4 net profit. Tata Motors reports massive Rs 9,864 crore net loss for March quarter as coronavirus hit sales. "
1-4-2020,"Iran 'terrorist attack' puts spotlight on Qassem Soleimani, top general once considered almost as powerful as Khamenei | Mint. NBA draft: No. 1 pick Edwards’ motto in life is to keep smiling. Gurdwara Nankana Sahib remains untouched, undamaged, says Pakistan after backlash. "
2-4-2020,"How Tata has upgraded the Harrier. Tata Sons auditors raise red flag over AirAsia continuing as a going concern. DICGC settles claims worth Rs 8,516.6 crore in FY22. "
3-4-2020,"Bajaj Auto dividend: Auto majors board gives nod to Rs 140/share dividend for 2022-23. JTP Discontinued, Tata & Jayem Auto Parting Ways. My experience with a Loaner Car from the dealership. "
4-4-2020,"Tata Harrier 2019-2023 Price, Images, Mileage, Reviews, Specs. Sunil A. D'Souza set to take over as MD&CEO of Tata Global Beverages | Mint. To spearhead FMCG ambitions, TGBL renamed as Tata Consumer Products Ltd. "
5-4-2020,sensex crash: Throwback! 5 worst Sensex falls that make today's bloodbath look pale in comparison - Flashing Red. Sensex continues to trade in red after dropping 1000 points in early trade. Rs 13 to Rs 110: This industrial products stock turned into a multibagger in three years. 
6-4-2020,"Multibagger metal stock hits upper circuit, rises 21% post Q4 earnings. JAGUAR LAND ROVER’S CHINESE SUBSIDIARY, JAGUAR LAND ROVER (CHINA) INVESTMENT CO., LTD. HAS .... India car sales analysed: May 2020. "
7-4-2020,"Honda to launch 5th generation City on July 15. Modi takes a swipe at China, says expansionism is over | Mint. Sara Ali Khan enjoys ‘Mummy’s day out’ with Amrita Singh, but makes sure to wear a mask. See pics. "
9-4-2020,Tata Motors introduces XT+ variant of Harrier at Rs 16.99 lakh. August 2020 : Indian Car Sales Figures & Analysis. India car sales analysed: August 2020. 
10-4-2020,BT MPW 2020: Business Today honours 'Most Powerful Women' who lead from the front. Wait for Sonet extends to 2 months as Kia Motors enjoys SUV supremacy. Investing in real estate is hardly a lucrative bet now | Mint. 
11-4-2020,"IT, banks drag Indian shares down as US rate fears resurface. Oil leakage in a new Tata Altroz. Tata Motors conducts engineering coaching for underprivileged students. "
12-4-2020,Which Is Tata Group's Most Expensive Stock? All You Need To Know About Tata Elxsi Share Price. Heavy trucks begin to pull out of slow lane | Mint. Tata Motors reveal December year-end offers. 
14-4-2020,"RBI announces dates for issuance of sovereign gold bonds | Mint. Date for renewal of health, motor insurance policies extended to April 21. Corona Virus Lockdown: Book Tata Motors cars online, get home delivery. "
15-4-2020,"From Ambani to SRK: Who has donated how much to fight coronavirus?. COVID-19 pandemic triggers deep sell-off; Sensex, Nifty tank 8% | Mint. Closing Bell: Nifty ends below 8,950, Sensex down 310 pts; bank, auto stocks slip. "
18-4-2020,"Even if renewed after a gap, vehicle permit valid from day of expiry: Court. 30% covid-19 cases in India linked to Tablighi Jamaat event: Govt | Mint. 30 Trains Diverted, Rescheduled on Bihar Routes Due to Interlocking Work. List. "
22-4-2020,"Tata-AIG refuses to renew my insurance policy, due to accident claims!. HDFC home loan gets cheaper, interest rate cut by 15 bps. Sensex closes 2,000 points lower, Nifty below 9,300; Banks, auto stocks bleed | Mint. "
23-4-2020,Rs 8 to Rs 66 : This engineering stock turned into a multibagger in three years. Tata Motors' Maruti Dzire and Honda Amaze rival under works. 2019 Report Card - Annual Indian Car Sales & Analysis!. 
24-4-2020,"Top BS6 cars under ₹10 lakh in India in May 2020. 2019 Report Card - Annual Indian Car Sales & Analysis!. Coronavirus update: India reports 1,752 new cases in last 24 hours, recovery rate improves to 20.52%. "
25-4-2020,"Coronavirus lockdown 2.0: Alcohol shops to continue to remain closed. Govt allows neighbourhood shops to open from today, but with riders | Mint. Car rental startup Zoomcar plans to go international next year, targets China and Japan. "
26-4-2020,"If there is no matching demand, factories can't function: Harsh Pati Singhania. India Today League PUBG Mobile Invitational Day 4 Highlights: TSM Entity wins; results, prize. TN announces complete lockdown in three cities from April 26-29, 2020. "
27-4-2020,"Vaccine could be ready in 12 months, says Bill Gates; pledges 'total attention' to coronavirus. IndusInd Bank Q4 net profit dips 16% on higher provisions, misses estimates | Mint. Hyundai Motor : Europe restarts car factories amid uncertain demand. "
28-4-2020,"Coronavirus stings D-Street; Sensex crashes 1448 points | Mint. Tata Click to drive - All you need to know. Some industries have begun operations in Sanand, Gujarat: MHA. "
29-4-2020,"Share Market Update: Sensex ends 605 points higher, Nifty at 9,553; Hindalco, HDFC twins top gainers. Jaguar Land Rover recovers up to 75% production in China as demand returns | Mint. Coronavirus: ILO estimates 305 million full-time jobs could be lost. "
1-5-2020,"Tata Harrier turns one, anniversary campaign announced across India. Cyrus Mistry shuns top posts at Tata companies, seeks board seat | Mint. 15,000+ Tata Harrier units sold in roughly one year. "
2-5-2020,"Tata Motors flexes EV muscle, launches Harrier at ₹13.69-16.25 lakh. Tata Motors showcases HBX, Sierra EV Concept, Gravitas and Harrier 2020 at Auto Expo 2020. Tata Motors reveals concept electric SUV Tata Sierra at Auto Expo 2020 | See Pics. "
3-5-2020,Yes Bank 3-year lock-in period ends today: 10 things to know | Mint. Tata Chemicals turns ex-date for spin off; opens at Rs 315 per share. Tata Motors To Pay Rs 3.5 Lakh Fine For False Mileage Claims. 
5-5-2020,"Toyota Kirloskar to restart operations at Bidadi plant soon. Amaria is new MD of Tata Capital Financial Services. Petrol price up by ₹36 a litre, diesel by ₹26.5 in just 18 months | Mint. "
6-5-2020,"What’s the euphoria behind Tata Motors stock? | Mint. Warje Urban Forest in Pune now a role model for the country. Abu Dhabi's Mubadala to invest Rs 9,093.60 cr in Mukesh Ambani's Jio Platforms. "
7-5-2020,"Lunar eclipse on July 5 2020: Date, time, where to watch, visibility in India. New Honda City 2020 India launch date confirmed. Details here | Mint. 2018 Maruti Ciaz Facelift (1.5L Petrol) : Official Review - Page 11. "
8-5-2020,"Ram Mandir inauguration: A look at 500-year timeline, from Babri Masjid to Lalla Virajman | Mint. The End of an Era as Tata Motors Prepare To Sell Their Passenger Car Business. Kia Sonet vs Nissan Magnite: What concepts suggest so far. "
9-5-2020,"Force Motors Gurkha 2017-2020 Price, Images, Specifications & Mileage. EESL to procure Tata Nexon EV and Hyundai Kona EV. Sunny Side Up — Tata Harrier XT+ Variant Launched. "
13-5-2020,Tata Motors restarts operations at selected plants and dealerships. Tata Altroz EV @ Auto Expo 2020. Tata Motors restarts operations at select plants and dealerships. 
14-5-2020,"Ford SWOT 2024 | SWOT Analysis of Ford. Indian Railways may introduce more trains; 5 facts | Mint. New TDS, TCS rates from May 14 on fixed deposits, dividends and other non-salaried payments. "
15-5-2020,Rs 9 to Rs 122: This power stock turned into a multibagger in three years. Nagaland State Lottery Sambad Result 15 December For 8PM; First Prize Rs 1 Crore!. Volkswagen offers car leasing and financing package in Germany. 
16-5-2020,"Six migrant workers killed after truck accident in Madhya Pradesh | Mint. Up to Rs 1 lakh discount on Hyundai cars in May. CBSE to not release date sheet of Class 10, 12 board exams today; to release on May 18. "
17-5-2020,"Who is Tata Motors' new CPO? | Supply Chain Magazine. UKs Richie Rich: Hinduja, Reuben brothers second wealthiest on British daily's rich list of 2020. Coronavirus lockdown extended till 31 May, says NDMA | Mint. "
18-5-2020,"For the first time in over a decade, TCS contributes less than half to Tata Group Mcap. 5 special fixed deposits (FDs) going to end in March 2023 | Mint. Tata Group-owned Jaguar-Land Rover to revive largest plant by mid-May. "
19-5-2020,"Jaguar Land Rover Special Vehicle Operations reports fiscal 2019/20 retail sales growth. Tata Tiago 2019-2020 XZ On Road Price (Petrol), Features & Specs, Images. Lockdown easing: Tata Motors-Fiat Chrysler JV unit resumes production | Mint. "
20-5-2020,"T1 Prima Race Truck From Tata Motors: Picture Gallery. Tata Power share price rises 7% post Q4 numbers, board recommends 155% dividend. Amphan grows to Category 5 in record 18 hours; landfall likely today | Mint. "
21-5-2020,"ICICI Bank discontinuing special fixed deposit (FD) for senior citizens this week: 10 things to know | Mint. Tata Chemicals Consolidated March 2020 Net Sales at Rs 2,378.09 crore, down 7.16% Y-o-Y. Maruti Suzuki writes off BS4 parts worth Rs 125 crore. "
22-5-2020,Rs 45 to Rs 730: This IT stock turned into a multibagger in three years; hit lower circuit today. Pakistan plane crash in May 2020 blamed on 'human error'. Robot dog on coronavirus park patrol in Singapore. 
23-5-2020,"Mumbai-Delhi flights min price capped at Rs 3,500, max Rs 10,000. 80% vehicles will still run on IC engines by 2030: Bosch Ltd | Mint. Tata Projects augments hospital infra with 2,304 beds across India for Covid-19 patients. "
24-5-2020,15 small cap schemes offer over 40% returns in three years on lumpsum investments. UP govt allows sale of foreign liquor brands in shopping malls. Brands send out messages of hope and encourage social distancing on Eid 2020. 
25-5-2020,"Coronavirus impact: Tata Group top rung to take 20% pay cut. Suzuki Motor Gujarat starts production. Ratan Tata-backed startup to produce over 3,000 mobile petrol pumps this year | Mint. "
26-5-2020,"Tata BlueScope launches smart steel structures to fight Covid-19. Kerala Board Exams 2020: Students don masks, stick to distancing norms | Mint. Rs 114 to Rs 1,293: This stock turned into a multibagger in one year. "
27-5-2020,"This stock turned Rs 1 lakh into Rs 36,000 in three months. SBI cuts FD rates for second time in a month. Latest rates here | Mint. US-based Interups yet to infuse funds into regional airline TruJet. "
29-5-2020,"TCS, Infosys or HDFC Bank: Which company has the best history of rewarding its shareholders?. Sensex down 144 points, reaches 32,056 at 10:19; Nifty falls 0.21% - 29 May 2020 | Mint. Tata Motors Indonesia offers an SCV free with Ultra 1014 truck or LPT 913 tipper. "
30-5-2020,"IndiGo appoints Dr Venkataramani Sumantran as Independent Director. GST collections down 70% in April. India's economy slumps, worst yet to come amid lockdown | Mint. "
31-5-2020,Covid-19: Tata Motors extends service warranty period to July 31. Tata Motors announces extended warranty due to Coronavirus pandemic. Coronavirus update: Volvo Car India extends warranty on vehicles till May 31. 
1-6-2020,"Tata Nano ends 2019 with zero production; sales of 1 unit. Tata Motors sees a decline in sales for 14 months in a row. 'BUY' or 'SELL' ideas from experts for Monday, 6 January, 2020. "
2-6-2020,"Tata Motors @ Auto Expo 2020. Auto Expo 2020: Dates, time, venue, tickets, bookings, how to attend. BS6 Tata Hexa Safari Edition Unveiled At Auto Expo 2020. "
3-6-2020,"Higher CPI, volatile stocks and yields: RBI explains how OPEC decisions impact Indian economy | Mint. Volkswagen Tiguan Allspace launch date announced; check details. Tata Harrier petrol & Tata Gravitas petrol under development, five-seater coming first - Report. "
4-6-2020,"Stories of Himanshu Jangid of Cartist, Jaipur.. Coronavirus crisis: 85% of 500 richest people lose money; China has the last laugh. Tata Power completes 51% stake buy in Odisha's TPCODL for Rs 179 crore. "
5-6-2020,"UK-US tie-up offers investment opportunities for India. Seven Indian-origin persons charged in one million dollar insider trading scheme | Mint. Coronavirus outbreak: Maruti rolls out new hygiene, safety norms for showrooms. "
6-6-2020,Why covid-19 did not harm rich economies as badly as first thought | Mint. 6 tips to keep car safe in monsoon. Tata-AIG launches usage-based car insurance policy. 
7-6-2020,"Rs 176 to Rs 1,343: This steel stock turned into a multibagger in three years, set to reclaim 52-week high. Car Sales analysis - Jan to Dec 2020. MG Hector Plus To Launch In July 2020. "
8-6-2020,"Rs 50 to Rs 235: This Tata group stock turned into a multibagger in three years; buy, sell or hold?. Rs 302 to Rs 3,660: This power stock turned into a multibagger in three years; likely to hit Rs 7,000 in a year. Karnataka govt gives nod to Tata Motors to invest ₹2,040 crore in Dharwad plant. "
9-6-2020,Stuck in Reverse Gear. New York auto show postponed to August 2020. Hong Kong police arrest 289 at protests over election delay | Mint. 
10-6-2020,"Stocks in the news | Infibeam Avenues, Tata Motors, Britannia, Majesco, PVR, Deepak Fertilizers. TCS becomes second Indian firm to cross Rs 10 lakh-crore market cap. September 2020 : Indian Car Sales Figures & Analysis. "
12-6-2020,"Why acquiring a stake in bigbasket makes sense for the Tata group. Ratan Tata - The 'Accidental' Startup Investor. BJP govt always thinks of farmers' welfare, says Sunny Deol amid protests | Mint. "
15-6-2020,"Tata Motors to shed 1,100 JLR jobs after pandemic hits earnings. Tata Motors reports massive Rs 9,864 crore net loss for March quarter as coronavirus hit sales. Reliance Industries' rights issue share debuts at Rs 690. "
16-6-2020,"Tata Motors owned Jaguar Land Rover plans over 1,000 job cuts. As virus hits profit at Tata Motors, debt begins to look unsustainable | Mint. The Most Valuable Bits of the Tata Group Empire. "
18-6-2020,Kerala MVD to use Tata Nexon EVs for enforcement duties. Tata Motors sets up emergency helpline and arranges essentials for truck drivers country-wide. Maruti Suzuki: Why India's top carmaker is resisting more air bags. 
20-6-2020,"Solar Eclipse 2020 in June: Date, time, other details. Pak drone carrying weapons shot down in J&K: Report | Mint. Vikram Pawah appointed president of BMW Group India. "
21-6-2020,"Coronavirus crisis: Tata Motors, JSW Steel & Hindalco put off capex amid uncertainty in economic recovery. Punjab National Bank plans to hit capital market in Q4 | Mint. Govt to defer new emission norms for agri tractors, harvesters & construction equipment vehicles by 6 mon. "
22-6-2020,"Rs 35 to Rs 335: This stock turned into a multibagger in three years; fell for three straight sessions. Jaguar I-Pace now smarter, better connected and Faster-Charging. Tata Starbucks partners Paytm for contactless dining solution | Mint. "
24-6-2020,"T1 Prima Race Truck From Tata Motors: Picture Gallery. Downturn in auto, real estate sectors, lockdown pains hit Asian Paints. Lamborghini SCV12: Squadra Corse hypercar ready to hit the track. "
25-6-2020,Nissan Ariya EV teased ahead of July launch. America's best-selling vehicle becomes a cybertruck with familiar face | Mint. Xiaomi covers stores with 'Made In India' banners as calls for 'Boycott Chinese products' grow stronger. 
26-6-2020,"Oct 16, 2023 - - Why Tata Motors Share Price is Rising. Which Is Tata Group's Most Expensive Stock? All You Need To Know About Tata Elxsi Share Price. ITC Q4 results today: What to expect & how the Nifty topper stock may react. "
27-6-2020,"Tata Motors' Vivek Srivatsa: ‘Thanks to digital space, OEMs can go anywhere in the country’. In Pics | Vitara Brezza, Nexon, Venue & other top-selling compact SUVs that you can buy for under Rs.... Mild to medium colour blind people can now obtain driving licence. "
29-6-2020,"Rs 58 to Rs 256: This steel stock turned into a multibagger n three years. FIIs make a strong comeback, June inflows highest in 2020 so far | Mint. Kia unveils mild-hybrid powertrain with ‘clutch-by-wire’ transmission. "
30-6-2020,"Rs 322 to Rs 3,472: This power stock turned into a multibagger in three years; trading at record high. Stock market news: Tata Motors shares up 3%. Markets on fire, indices close at record highs; banks, auto stocks soar | Mint. "
1-7-2020,First Look: Tata Nexon EV. Tesla to export cars made in China to Europe | Mint. From GAP to Hamleys: 7 brands you didn’t know were under Reliance Retail in India. 
2-7-2020,Tata Altroz EV @ Auto Expo 2020. 2020 Tata Harrier BS-VI launched with automatic transmission and host of upgrades. Tata Motors unveils the new Winger at Auto Expo [Photo Gallery]. 
3-7-2020,"Tata Motors begins work on Altroz-based sedan. 'Baaghi 3' rakes in ₹17.5 crore on opening day; biggest opener of 2020 so far | Mint. Bengaluru, Mar 7 (PTI) Following are today's. "
5-7-2020,"Auto companies prepare to resume production | Mint. Ramayan, Mahabharat Old is gold for the quarantined couch potato!. Super Flower Moon 2020: Date, Time & Significance. "
6-7-2020,Covid-19 body bag scam: Mumbai ex-mayor Kishori Pednekar's anticipatory bail application rejected | Mint. It Looks Like The BS6 Tag Does Affect The Toyota Fortuner’s Pricing After All. Warje urban forest to be role model for 200 such forests across country: Javadekar. 
7-7-2020,"Kia Motors leads on connectivity features with 50,000 cars on road. Coronavirus impact: Office leasing slumps upto 36% across Delhi, Mumbai, other top cities. Spiritual Successors to flopped cars in India. "
11-7-2020,Tata Altroz XM+ launched in India for Rs 6.6 lakh; check out features. Tata Altroz XM+ trim launched at Rs 6.6 lakh. October 2020 : Indian Car Sales Figures & Analysis. 
12-7-2020,"Tata Motors Year-end December 2020 Offers: Save Up To Rs 65,000 On Tata Harrier, Tigor, Nexon Diesel. Tata Nexon EV crosses 2,000-unit sales milestone. Check Out These Amazing Year-End Tata Discounts for December 2020. "
14-7-2020,"2020 Hyundai Tucson Facelift India Launch Details Out. New 48v Mild Hybrid Diesel joins plug-in Electric Range Rover. In COVID-19 world, digital distribution platforms become strong alternative for FMCG majors. "
17-7-2020,"Ratan Tata Remembers First Visit To ""Legacy City"" Named After Founder Of Tata Group. Car Sales analysis - Jan to Dec 2020. Multibagger FMEG stock zoomed 400% in three years; hit record high in previous session. "
18-7-2020,"When Ratan Tata first visited the ‘legacy city' of the Tata Family | Mint. COVID-19 impact: Indian spices rise in demand for immunity properties, exports up 34% in June. First public EV charging station in Delhi inaugurated. "
20-7-2020,"My beloved little hatchback - Tata Tiago XZ Diesel Review. EDIT : 50000 km up. Kia Sonet listed on official website, launch on August 7. Check out banks with lowest home loan interest rates | Mint. "
21-7-2020,Ratan Tata says future head of Tata Trusts might not be a Tata. Our Bureau. Banks sanction Rs 1.27 lakh crore worth loans to MSMEs under credit guarantee scheme. 
22-7-2020,Karnataka govt to conduct the common entrance test on July 30 and 31. How Tesla defined a new era for the global auto industry | Mint. Oil cavern-filling strategy helps New Mangalore port record growth in Q1. 
23-7-2020,Rossari Biotech share drops 5% on board nod to raise Rs 300 crore. My beloved little hatchback - Tata Tiago XZ Diesel Review. EDIT : 50000 km up. Laying-off employees not a solution to survive post covid: Ratan Tata | Mint. 
24-7-2020,ITC Q4 results today: What to expect & how the Nifty topper stock may react. Layoffs During Pandemic Shows India Inc's Lack of Empathy: Ratan Tata. Tata Altroz XT Mid-Spec Variant Gets Automatic Climate Control; Price Remains The Same. 
25-7-2020,"Tata Altroz XT variant updated with auto climate control. No flights at Kolkata airport on July 25, 29 due to lockdown: AAI. CNG prices increased in Delhi, Noida, Ghaziabad; check new rates here. "
26-7-2020,"Coronavirus Pandemic: Tata Marcopolo Plant In Karnataka To Remain Shut For 8 Days. Kia Sonet, Nissan Magnite & Tata Blackbird: Ten upcoming compact SUVs to watch out for. How many cars did Maruti Suzuki, Hyundai, M&M, others export in Q1 FY21. "
27-7-2020,Tata Motors share falls as Rakesh Jhunjhunwala pares stake in June quarter. Tata Altroz XT variant updated with automatic AC. Car Sales analysis - Jan to Dec 2020. 
28-7-2020,Rs 8 to Rs 403: This utility stock turned into a multibagger in three years. Market share at all-time low but Tata Motors aspires to enter league of top three. THIERRY BOLLORÉ ANNOUNCED AS NEW CHIEF EXECUTIVE OFFICER OF JAGUAR LAND ROVER | JLR .... 
29-7-2020,Omaxe share price hits fresh 52-week low after firm defers Q4 earnings. Ratan Tata remembers JRD Tata on 116th birth anniversary. India may not alter rules of engagement with AIIB | Mint. 
31-7-2020,Rs 39 to Rs 504: This railway stock turned into a multibagger in three years; trading near record high. Covid-19: Tata Motors extends service warranty period to July 31. Tata Motors announces extended warranty due to Coronavirus pandemic. 
2-8-2020,"Tata Altroz EV @ Auto Expo 2020. Tata, Mahindra, Skoda, Maruti Suzuki, MG, Hyundai Day 2 video highlights at Auto Expo 2020. The Tata HBX Is A Lesson On How To Make A Mini SUV. "
3-8-2020,Tata Group's Debt Threat. Indian Railways' Central Railway zone to operate extra trains for Holi. Full list here | Mint. Big Auto's Expo Woes. 
5-8-2020,"Ayodhya Ram Mandir Donation: To get section 80G income tax deduction, collect these documents. 5 Cars To Watch Out For In August 2020. Samsung mobile factory resumes operations in Noida | Mint. "
6-8-2020,"JAGUAR LAND ROVER’S CHINESE SUBSIDIARY, JAGUAR LAND ROVER (CHINA) INVESTMENT CO., LTD. HAS .... Sensex up 83 points, closes at 34,371; Nifty rises +0.25% - 08 Jun 2020 | Mint. EXCLUSIVE: 2020 Maruti Suzuki Vitara Brezza Petrol Manual Could Feature Mild Hybrid Tech. "
8-8-2020,Girish Chandra Murmu re-elected as WHO's external auditor with overwhelming majority: All about the CAG. Ford SWOT 2024 | SWOT Analysis of Ford. 2020 Maruti Vitara Brezza Facelift 1.5L Petrol : Official Review. 
9-8-2020,"Land Rover Defender Gains Plug-in Hybrid Electric Power, Six-Cylinder Diesel and new X-Dynamic Model. Tata Motors trademarks Camo / Dark editions. Tata Motors launches Nexon EV 3D Commerce. "
10-8-2020,"Over 50 smallcap stocks rise 10-40% as Sensex hits lifetime high driven by IT shares; do you own? | Mint. Ahead of Market: 10 things that will decide stock action on Monday. Share Market Highlights 12 January 2024: Sensex climbs 847 pts to settle at record 72,568; Nifty surges 247 pts to fresh lifetime high of 21,894. "
11-8-2020,Tata Motors aims to have widest SUV portfolio in domestic market. 65 Tata Nexon EV's delivered to Kerala Motor Vehicles Department. Kerala MVD to use Tata Nexon EVs for enforcement duties. 
12-8-2020,"Share Market HIGHLIGHTS: Nifty up 8 pts at 19,681, Sensex ends 29 pts lower; Hindalco gains 4%, Tata. Tata Altroz Turbo DCT automatic spied; More details leaked. Bharat Bandh called tomorrow: Latest updates | Mint. "
16-8-2020,"Tata group may offload stake in JLR, UK steel plant as bailout deal with British govt fails. Tata May Sell Stake in Jaguar, UK Steel Plant as Talks With British Government Fail. 2020 Maruti Vitara Brezza Facelift 1.5L Petrol : Official Review. "
17-8-2020,"Rs 16 to Rs 1,312: This solar stock turned into a multibagger in three years; down 13% from record high. 17 prisoners in Dhanbad Divisional Jail test positive for COVID-19 | Mint. Tata Altroz turbo petrol: Test mule spotted; launch later this year. "
18-8-2020,This Jhunjunwala stock delivered multibagger returns in three years; can it hit Rs 636 mark?. Tata Motors rolls out 1000th Nexon EV off production line. Tata Motors launches special schemes for customers in Mumbai and Thane. 
19-8-2020,"Tata Nexon EV achieves 1000 units production milestone. Sensex ends 394 points lower, snaps 3-days of gains; Banks, financials drag | Mint. What Job Losses in the Formal Sector Tell Us About the Lockdown's Impact on Economy. "
21-8-2020,Toyota to launch Urban Cruiser (rebadged Vitara Brezza) in FY 2020-21. Applying for GST registration? Here is how you can get it approved in 3 days. 2022 BMW M4 Coupe and M4 GT3 make maiden appearance. 
22-8-2020,GMM Pfaudler to acquire majority stake in parent firm for $27.4 million. Toyota to launch Urban Cruiser (rebadged Vitara Brezza) in FY 2020-21. Union Bank of India's net profit falls 12.6% as provisions rise | Mint. 
23-8-2020,Tata Group chief gets himself an all new SUV | Mint. Chairman of Tata Motors - N. Chandrasekaran - gets a Nexon EV. Inclusive Tech to Power Businesses. 
24-8-2020,"Tata Altroz 2020-2023 Price, Images, Mileage, Reviews, Specs. DIY: Footwell Lights Install in a Tata Tiago. MG Motor forays into pre-owned car business in India | Mint. "
25-8-2020,"Eicher Motors stock jumps 7% to record high, crosses ₹4,000 mark for first time; here's why | Mint. Share Market HIGHLIGHTS: Nifty up 8 pts at 19,681, Sensex ends 29 pts lower; Hindalco gains 4%, Tata. Tata Motors seeks approval to ratify minimum remuneration of CEO & MD Guenter Butschek in AGM. "
26-8-2020,"Closing Bell: Nifty ends above 11,500, Sensex gains 230 pts led by auto, banks. Tata Motors chairman Chandrasekaran faces flak over shareholders’ wealth erosion, high salary to CEO Butschek. Stocks in Focus on August 26: TCS, Ircon International to Two-wheeler Companies; here are expected newsmake.... "
27-8-2020,"Tata Motors to produce efficient, futuristic commercial vehicles. IndusInd Bank share gains over 9% intra day, here's why. Tata Power is shifting to a B2C model, says Sinha | Mint. "
28-8-2020,"Rs 64 to Rs 839 in three years: This Tata Group stock clocked losses in six of seven quarters. Rs 27 to Rs 399: This metal stock turned into a multibagger in three years; trading near record high. Tata Motors to sell 600 military trucks to Royal Thai Army, says envoy. "
29-8-2020,"Stock Market Highlights: Fresh virus fear spooks D-Street; Sensex tanks 1,400 points, Nifty ends below 13,350. IPL 2020: Suresh Raina pulls out due to personal reasons | Mint. Pet Insurance in India: Some policies in the market today. "
30-8-2020,Tata Motors unveils upgraded range of Commercial Vehicles. Kawasaki launches BS6 Vulcan S to compete with Harley Davidson’s Street 750 | Mint. Rebooting Economy XXIII: What stops India from taking care of its crisis-hit workers?. 
2-9-2020,"Tata Motors @ Auto Expo 2020. Tata, Adani, Hyundai queue up to run private trains on Indian Railways' tracks | Mint. 4 things you need to know about Maruti Suzuki’s Vitara Brezza with petrol engine. "
4-9-2020,"Multibagger stock gained 791% in three years; supplier for Tata Motors might hit fresh high. Stories of Himanshu Jangid of Cartist, Jaipur.. Tata Nano and Safari Storme discontinued in India. "
5-9-2020,"RSI pull back in Tata Motors suggests a buying opportunity. 2020 S-Cross ready, will launch after lockdown: Maruti Suzuki. How Covaxin became a victim of vaccine triumphalism | Mint. "
7-9-2020,"TCS Q4 results today: How stock may react and what's the best option trading strategy. Discounts of up to Rs 80000 on Tata Harrier, Nexon and Tiago in July. Gujarat cancels 2018 tariff hike to Adani, Tata, Essar's ultra mega power plants | Mint. "
8-9-2020,"Hyundai Creta 2020 All Photos At Auto Expo 2020. Tata Harrier Petrol And Tata Gravitas Spied Together; Launch End Of 2020. A year on, here’s how MG Hector outpaced rivals. "
9-9-2020,"Rs 298 to Rs 2,969: This stock turned into a multibagger in a year. Experience Tata Nexon EV in 3D on the company’s official website. Toyota Kirloskar partially resumes operations at Bidadi. "
10-9-2020,"Tata Motors launches ‘Stop the Endless Accident' campaign. How India's biggest cities have got back to work. Share Market Highlights: Sensex ends 326 points higher, Nifty at 11,914 as RBI keeps repo rate unchanged at 4%. "
12-9-2020,"‘Ta-ta’ rivals: 6 Tata cars slated for launch in next 6 months for showdown. Let’s discuss, debate tomorrow at Global Auto SCM Virtual Summit 2020. Tata pegs Shapoorji Pallonji stake at half the latter’s claim | Mint. "
13-9-2020,Indian Railways resume Vande Bharat Express service | Mint. Bengaluru: Commuters now prefer autos over Ola / Uber. Moti Nagar Election Result 2020: AAP candidate Shiv Charan Goel wins. 
14-9-2020,"New Jaguar F-PACE Exterior: Luxurious, Purposeful and Dynamic. Tata Altroz becomes official partner of IPL 2020. Universal Sompo partners with Tata Motors Insurance Broking & Advisory Services. "
15-9-2020,"DIY - Illuminated power window switches in the Nexon & other Tata cars. SAIL seeks nod from Odisha, Jharkhand to auction 70 MT fines. Stocks in the news | NALCO, ITC, Adani Ports, REC, HDFC, Jubilant Industries. "
16-9-2020,Tata Projects wins bid to construct new Parliament building for Rs 862 crore. Volkswagen follows Daimler with green-bond cost savings in debut deal | Mint. Tata Projects Ltd wins bid to construct new Parliament building: Officials. 
17-9-2020,"Tata co wins Parliament project | Mint. Rs 351 to Rs 1,440: This stock turned into a multibagger within a year. Tata Nexon becomes first Indian car to be published on International Dismantling Information System. "
19-9-2020,"Unique digital experiences, first-time advertisers; IPL 2020 promises to be different. Former Tata exec Rajiv Dube returns from Birla co. TCS stays bullish on campus hiring | Mint. "
20-9-2020,"Coronavirus India lockdown Day 179 | September 20, 2020. Tata Altroz diesel gets a silent price cut. Farmers protest against farm bills in Haryana | Mint. "
21-9-2020,Tata Nexon EV now available with new limited period subscription offer. T1 Prima Race Truck From Tata Motors: Picture Gallery. Tata Motors launches new subscription service for Tata Nexon EV: Details here | Mint. 
