Date,Titles
30-12-2020,"Production-ready Tata Gravitas likely to be unveiled on 26 January, 2021 |  Production-Spec Tata Gravitas To Be Officially Unveiled On January 26, 2021"
31-12-2020,Tata Motors share rises 4% after Q3 global sales climb 37% |  Stock market news: Tata Motors shares rise 1
01-01-2021, Tata Motors commercial vehicle range to get price hike from January 2021 |  Tata Motors To Hike Prices Across Commercial Vehicle Range From January 2021
02-01-2021,"Tata Motors total sales up 25% at 59,959 units in January |  New Tata Safari 2021: Our observations after 1 day of driving |  Review: Tata Safari, we miss you"
03-01-2021,"2023 Tata Safari Facelift Revealed: Old vs New Compared |  Tata Motors total sales up 51% at 61,365 units in February"
04-01-2021,"Which Is Tata Group's Most Expensive Stock? All You Need To Know About Tata Elxsi Share Price |  Covid-19 lockdown: Tata Motors extends warranty, free service period for PV owners |  Tata Motors extends warranty and free service period for owners"
05-01-2021,"Tata Motors Reports Domestic Sales Of 39,530 Units In April 2021 |  Tata Motors registers 41% decline in April domestic vehicle sales |  CSK vs MI Tata IPL 2023 Highlights: Rahane, Gaikwad lead CSK to 7 wickets win over MI "
08-01-2021," In Pics: Tata Motors, Bajaj Auto and more, check out which car and bike company has raised prices"
09-01-2021,"Tata Motors To Hike Prices From September 2021 |  Tata Motors becomes title sponsor of Yuvin Valorant Invitational esports tournament  |  Buzzing Stocks: HDFC AMC, Wipro, Tata Motors and other stocks in news today"
10-01-2021, Tata Motors to hike prices of commercial vehicles from Oct 1
11-01-2021, Chip shortage: Tata Motors says EV waiting period at 6 months |  Tata Motors logs 31% rise in domestic vehicle sales in October
13-01-2021,Tata Motors share rises 4% after Q3 global sales climb 37% |  New Tata Altroz turbo-petrol variant likely to be launched next month |  Tata Motors shares rise 5% on robust global wholesales data
14-01-2021,"New Tata Altroz iTurbo bookings to open tomorrow; launch and price details revealed |  Tata Safari reaches production milestone of 10,000 units |  Tata Motors unveils Safari 2021; first unit rolled out of Pune plant"
15-01-2021,"The Tata Gravitas (H7X) SUV |  'Tere mere pyaar ke charche': Tata Motors teases Tesla amid rumours of JV; deletes tweet |  Tata Safari Red Dark Edition Review: What's New? Features, infotainment, engine, comfort and more! Video - 5438"
16-01-2021,"Tata Motors clarifies stance surrounding Tesla partnership rumours  |  Tata Altroz crosses 50,000 sales, new i-Turbo launched at Rs 773,500"
17-01-2021,Tata Nexon EV emerged as the bestselling electric car in India in 2020 |  Tata Altroz iTurbo: 5 key highlights
18-01-2021,Up to 790% returns in 2 years! Here're 10 biggest wealth creators from Tata group |  New Tata Safari spotted undisguised ahead of official launch
19-01-2021,Tata Motors receives 98 patents in 2020 |  Tata Motors organises Nexon EV 'Mileage Challenge Rally' in Pune
21-01-2021," Tata Motors Announces Immediate Price Hike From January 22, 2021 |  Tata Motors hikes prices across the model range"
22-01-2021,"Tata Motors Announces Immediate Price Hike From January 22, 2021 |  2021 Tata Altroz iTurbo unveiled in India; will launch on January 22 |  Tata Motors hikes prices across the model range"
23-01-2021," Tata Altroz iTurbo launched, starts at Rs 7 |  Tata Altroz iTurbo launched; prices start at Rs 7"
24-01-2021,"Tata Motors Hikes Prices Of All Models By Up To INR 26,000 With Immediate Effect |  Tata Altroz top-spec XZ+ variant introduced at Rs 8"
26-01-2021,"Production-ready Tata Gravitas likely to be unveiled on 26 January, 2021 |  Tata Gravitas To Be Unveiled On 26th January 2021, Launch In February |  Tata Gravitas all set to debut on January 26, 2021"
27-01-2021," IRCTC, Tata Motors, Tech Mahindra, Cipla, TVS Motor, PVR, BEL |  Tata Altroz crosses 50,000-sales milestone |  2021 Tata Safari base variant spied ahead of launch"
28-01-2021," IRCTC, Tata Motors, Tech Mahindra, Cipla, TVS Motor, PVR, BEL |  Tata Nexon EV turns a year old, close to 3000 units sold |  Tata Safari is back! Bookings to open shortly"
29-01-2021,"Kiran Jadhav picks Tata Motors stock in Anil Singhvis show  |  IRCTC, Tata Motors, Tech Mahindra, Cipla, TVS Motor, PVR, BEL"
01-02-2021,"Tata Motors Discounts August 2021 – Tiago, Tigor, Nexon, Harrier"
02-02-2021, Which Is Tata Group's Most Expensive Stock? All You Need To Know About Tata Elxsi Share Price |  This Tata Group stock delivered 400% returns in 10 months; should you subscribe?
03-02-2021,"‘Sub-standard range’: Delhi govt suspends subsidy on Nexon EV, Tata Motors retorts |  No subsidy: Will Delhi government’s action hit Tata Nexon sales?"
05-02-2021,2 years with a Tata Nexon 1
06-02-2021,"Discontinued Tata Safari [2021-2023] Price, Images, Colors & Reviews |  2020 Tata Harrier Automatic : Official Review - Page 67"
07-02-2021,2020 Tata Harrier Automatic : Official Review - Page 67
08-02-2021,"2021 Tata Safari Review - Page 78 |  Britannia, Tata Motors, Maruti Suzuki and other top stocks to watch out for on August 2 |  Tata Motors Still In Loss"
10-02-2021, Tata Harrier Drives the Historic Sudarshan Bharat Parikrama Rally
11-02-2021,"Tata Motors share price gains 5% after September quarter earnings |  Tata Motors passenger vehicles register 44 per cent growth in sales in October 2021 |  Tata Motors, Bharti Airtel, Hero MotoCorp and other top stocks in news on November 2"
12-02-2021, 2021 Tata Safari Review - Page 99
13-02-2021,Tata Motors appoints Marc Llistosella as new CEO & MD  |  Marc Llistosella to be CEO and MD of Tata Motors from July 1 |  Tata Nexon XM (P) 
15-02-2021," Bharti Airtel, Tata Motors, Siemens, Lux, Bajaj Consumer, Deepak Nitrite, Delta Corp"
16-02-2021,Tata Nexon - Drive Mode Issue |  Tata-Owned Jaguar Targets All-Electric Cars by 2025 in Mission to Go Green |  Tata Tiago and Tigor CNG variant spied testing
17-02-2021,Tata Altroz locks in a landmark entry into the India Book of Records |  Oil leakage in a new Tata Altroz |  Tata Altroz drives into the India Book of Records
18-02-2021,Oil leakage in a new Tata Altroz
19-02-2021,"Cars, flights, hotels! N Chandrasekaran says Tata Super App to have all categories |  Oil leakage in a new Tata Altroz |  Four years of N Chandrasekaran: The marathoner builds his legacy at Tata Sons, one step at a time"
20-02-2021,Oil leakage in a new Tata Altroz
21-02-2021,"Tata Tiago limited edition arrives at dealerships |  Tata Safari launch tomorrow: Price expectation, variants, other details  |  2021 Tata Safari SUV Launching Today in India, Watch LIVE Streaming Here"
23-02-2021, Tata Motors turn investment experts bullish — some of them still unconvinced
25-02-2021,2021 Tata Safari Review - Page 77 |  New Tata Safari deliveries begin
28-02-2021,Oil leakage in a new Tata Altroz
01-03-2021,"Tata Motors DVR share price forecast: Where next for the automaker? |  From new Toyota Fortuner to Tata Altroz Turbo, cars that will launch in January 2021 "
03-03-2021,"Tata Motors launches the Signa 3118 truck |  Tata Motors trades higher for 6th straight day, hits over 3-year high |  Brand new 2021 Tata Safari breaks down on delivery day!"
04-03-2021,"Tata Nexon EV races to 4,000-unit sales in 14 months"
05-03-2021,Tata Motors extends warranty and free service period for owners |  2 years with a Tata Nexon 1
06-03-2021,2020 Tata Harrier Automatic : Official Review - Page 67
07-03-2021,Tata Motors retails 24110 passenger vehicles in June 2021 |  Prassy's 2018 Tata Safari Storme VX 4x2 Varicor 400 
09-03-2021,Tata Motors inaugurates 70 new sales outlets in emerging markets across Southern India in a single day |  Tata Motors opens 70 new sales outlets in one day |  Tata Motors launches 70 new outlets across southern India in single day
11-03-2021,"Maruti Suzuki sales fall; Tata Motors reports 94 pc rise on Dhanteras  |  Chennai to Bhubaneswar (~1300 km) in two days with the Tata Nexon EV |  Tata EVs’ total cost of ownership will be on par with petrol, diesel cars by 2023: Shailesh Chandra"
12-03-2021,Tata Motors delivers 60 Ultra Urban 9/9 electric buses to Ahmedabad Janmarg Limited |  LIC shareholding in Tata Motors crosses 5% |  2021 Tata Safari Review - Page 99
13-03-2021, Delhi High Court Stays GNCTD Order Suspending Electric Vehicle Subsidy For Tata Nexon EV
16-03-2021," Exclusive: Tata Motors in talks for electric mini trucks; also developing hydrogen tech, says Girish Wagh,"
19-03-2021,Tata Motors introduces new compact ambulance Magic Express  |  First-Ever 2021 Tata Safari with Aftermarket Alloy Wheels is Here
20-03-2021,Tata Motors says CEO-designate Marc Llistosella will not join company
21-03-2021,My 2020 Flame Red Tata Tiago XZA+ Automatic Review 
22-03-2021,Tata Motors stock price declines amid weakness in the market
23-03-2021," Tata eyes stake sales in financial services units  |  Tata Sons plans stake sale in Tata Capital, other financial services units"
25-03-2021,"Tata builds small ECV, gears up for year-end launch "
26-03-2021,"JLR's EV launch, growth in PV, CV segments boost Tata Motors' prospects "
27-03-2021,Tata Sons increases stake in Tata Steel to 33%
01-04-2021,Tata Motors shares rise on 21% jump in December sales |  Tata Motors shares gain over 2 pc after December sales data
02-04-2021," 2021 Tata Safari Review |  Tata Motors car business accumulated losses of Rs 11,173 crore"
03-04-2021,"Tata Motors posts sales growth of 54 per cent in February 2021 |  Tata Tiago XTA, its most-affordable automatic trim, launched at Rs 5"
04-04-2021,New 2nd-gen Tata Safari  |  New Tata Safari is official partner of IPL this year
05-04-2021,Tata Motors Faces Antitrust Probe - CCI Orders Investigation
06-04-2021,"Which Is Tata Group's Most Expensive Stock? All You Need To Know About Tata Elxsi Share Price |  Tata Motors raises ₹3,105 crore via bonds to pare debt "
07-04-2021,Tata Motors' stellar show in a difficult year could be start of a dream run
08-04-2021,"Tata Motors drives in the all-new Tiago NRG |  BS6 Tata Tiago NRG likely to be launched in India on 4 August, 2021 |  Updated Tata Tiago NRG to launch on August 4, 2021"
11-04-2021,Chennai to Bhubaneswar (~1300 km) in two days with the Tata Nexon EV
12-04-2021,Is Tata Motors actually the safety saint it pretends to be? |  Tata Motors delivers 60 Ultra Urban electric buses to Ahmedabad Janmarg |  Tata Motors delivers 60 electric buses to this city
13-04-2021, Tata Nexon EV reports strong demand for XZ Plus LUX and XZ Plus variants
15-04-2021,Tata Motors launches a new ad for Ramadan; strives to spread joy during the unprecedented times |  Tata Motors is running Pune plant with reduced workforce |  Tata Motors to introduce CNG-powered models in FY2021-22
16-04-2021,Tata HBX Spotted Yet Again Ahead Of Possible January 2021 Launch |  Tata Motors tells a story on overcoming barriers in uncertain times during Ramadan month
17-04-2021,Offer withdrawal: Tata Motors pays damages to CEO-designate |  Tata Tigor EV facelift to be renamed as X Pres-T EV
19-04-2021, Tata Motors' JLR to suspend production at 2 UK plants due to semi-conductor shortage 
21-04-2021,Brand new 2021 Tata Safari breaks down on delivery day!
23-04-2021,"Tata Motors, HCL Tech, Cyient and other stocks to watch out for on April 23"
24-04-2021,Linde India partners Tata Group to secure 24 containers for medical oxygen 
26-04-2021,Tata Motors expects temporary hit on demand; to calibrate supplies |  Tata Motors Shares Plunge After Reporting Surprise Loss in March Quarter
27-04-2021,Tata Motors stock rises as firm adopts 'Business Agility Plan' amid COVID surge
28-04-2021,Tata Harrier owner's honest review & experience
29-04-2021,Martin Uhlarik announced as the new Global Design Head of Tata Motors |  Martin Uhlarik replaces Pratap Bose as Tata Motors’ design head
30-04-2021, Prassy's 2018 Tata Safari Storme VX 4x2 Varicor 400 
01-05-2021,Daily News Wrap-Up: Tata Motors to Deploy its Electric Cars in Haryana
05-05-2021, Tata Motors sells 25095 passenger vehicles in April 2021
06-05-2021," Here’s a snapshot of all Tata group companies — market cap, revenues, and 2021 stock performance till date"
08-05-2021,Tata Motors joins hands with Common Service Centre Scheme to widen its reach in rural India |  Tata Motors retails 30185 passenger vehicles in July 2021
09-05-2021,Tata Motors opens 70 new sales outlets in a single day
11-05-2021,"Chennai to Bhubaneswar (~1300 km) in two days with the Tata Nexon EV |  Tata Nexon, MG ZS EV grab 86% of electric car market in first-half FY2022"
12-05-2021," Is Tata Motors actually the safety saint it pretends to be? |  Tata Motors, Honda mulling price hike from next month"
13-05-2021,Tata Motors rolls out #NexonEVChargingStories to build awareness on India's growing EV charging footprint |  Tata Motors and Tata Power install a high-speed EV Charging Stations in Ludhiana at Dada Motors
15-05-2021,2020 Tata Harrier Automatic : Official Review - Page 67 |  Tata Nexon EV prices hiked by Rs 16000
17-05-2021, Tata Harrier sunroof leakage - Careless owner or manufacturing defect?
18-05-2021,Tata Motors and Tata Power install high-speed EV Charging Stations in Jaipur |  Tata Motors board to meet next week to consider fund-raise proposal |  Tata Motors' Jamshedpur Plant To Be Closed For Maintenance For 5 Days
19-05-2021,"Axis Bank, Tata Motors, JSW Energy and other stocks to watch out for on May 19 |  Tata Motors bags 300 EVs contract from CESL |  Buzzing Stocks: Tata Motors, Axis Bank, Sun Pharma and others that will be in focus today"
20-05-2021,Tata Harrier sunroof leakage - Careless owner or manufacturing defect? |  Tata Safari Adventure Persona vs Safari XZ+ - Video
21-05-2021,2020 Tata Harrier Automatic : Official Review - Page 67
22-05-2021,2020 Tata Harrier Automatic : Official Review - Page 67 |  Tata Motors' Jamshedpur Plant To Be Closed For Maintenance For 5 Days |  Tata Motors Jamshedpur plant to undergo five-day block closure
26-05-2021, Tata Altroz And Nexon’s Infotainment Systems Drop Physical Knobs And Buttons
27-05-2021, Brand new 2021 Tata Safari breaks down on delivery day! |  The Latest Tata HBX Spy Shots Reveal Its Funky Footwear
30-05-2021,2020 Tata Harrier Automatic : Official Review - Page 67
31-05-2021,"COVID-19 impact: Tata Motors extends warranty, free service period |  Covid-19 lockdown: Tata Motors extends warranty, free service period for PV owners |  Tata Motors Rolls Out Discounts Of Up To Rs"
01-06-2021,"Tata Motors rebrands Gravitas as Tata Safari, launch slated later this month |  Reclaiming its life: Tata Safari is back as Gravitas!"
02-06-2021, Stock market news: Tata Motors shares down nearly 2% |  Call for Bharat Ratna award: Ratan Tata requests to stop social media campaign
03-06-2021, A Close Look : Tata Safari Adventure Persona
05-06-2021,"2 years with a Tata Nexon 1 |  Hero MotoCorp, Maruti Suzuki, Tata Motors and other stocks to watch out for on May 6 |  Tata Motors faces anti-trust investigation: Here are all the details you need to know"
06-06-2021,2020 Tata Harrier Automatic : Official Review - Page 67 |  Branded content: Going the long haul with Tata Trucks’ Power of 6
08-06-2021,Tata Tiago NRG: First Look
10-06-2021,"Shares of Tata Motors zoom 30% in four sessions, here's why |  Tata Motors corrects after five-day rally |  Unhappy Tata Harrier experience: Looking for advice"
11-06-2021,Chennai to Bhubaneswar (~1300 km) in two days with the Tata Nexon EV
12-06-2021,"Tata Motors Delivers All-New Winger Vaccine Van in Dharwad, Supports Government Vaccination Drive |  Tata Motors to hike prices of commercial vehicles from Jan |  Tata Punch registers 6110-unit sales in November 2021"
15-06-2021,Tata Motors Limited to issue NCDs worth ₹500 cr |  Tata Motors share falls as Rakesh Jhunjhunwala pares stake in June quarter |  2020 Tata Harrier Automatic : Official Review - Page 67
16-06-2021," CureFit’s Mukesh Bansal, Hari Menon of BigBasket join Tata-acquired 1MG board"
18-06-2021,Tata Motors and Tata Power inaugurate India's largest Solar Carport at its Car Plant in Pune |  Tata Motors sets up India's largest Solar Carport in Pune
25-06-2021,2021 Tata Safari Review - Page 152 |  Ratan Tata-backed Moglix 13th unicorn in India this year
27-06-2021," Tata Nexon EV: टाटा मोटर्स ने एसयूवी में गुपचुप तरीके से किए कई बदलाव, मिले कई नए फीचर्स"
28-06-2021,Tata Motors plans 10 new electric vehicles by 2025 |  Tata Motors to have 10 EVs in its portfolio by 2025 |  Tata Tiago XT (O) variant prices start at Rs 5
29-06-2021, Tata Motors to have 10 electric vehicles by 2025; explore tie-ups to make cells & battery: N |  2020 Tata Harrier Automatic : Official Review - Page 67
01-07-2021,"Upcoming cars in January 2021: Tata Safari, new MG Hector, Tata Altroz turbo petrol, new Jeep Compass and more |  Tata Motors to bring back Safari SUV this month: Details here "
06-07-2021,"Tata Motors discontinues some diesel powered variants of Nexon SUV |  Scoop! Tata discontinues a few diesel variants of the Nexon |  Tata car offers June 2021: Avail benefits of up to ₹65,000 on Tiago, Harrier, etc"
08-07-2021,"Tata Motors delivers 35 state-of-the-art electric buses to BEST, as a part of the larger order of 340 e-buses |  2021 Tata Safari Review - Page 78 |  Tata Motors and Tata Power set up EV charging infra at fourth BEST depot in Mumbai"
09-07-2021,Tata cars attracts benefits of up to Rs 70000 in September 2021 |  Tata Tiago battery discharge problem
12-07-2021,"Tata Motors inks pact with TMT; forays into Vietnam market |  RIL, Tata Motors, HCL Tech and PNB among top stocks to watch out for on December 7 |  Shares of India's Tata Motors jump on price hike of vehicles"
13-07-2021,"Tata Motors announces discounts up to Rs 65000 on the Harrier, Nexon, and Tiago in July 2021 |  Tata Motors to hike car prices for fourth time this year"
14-07-2021,Nexon EV demand jumps two-fold amid unabated rise in fuel prices: Tata Motors |  Tata Tigor EV-based XPRES-T sedan launched with 213-km range
16-07-2021,"Wipro, L&T Infotech, Tata Motors and other top stocks to watch out for on July 16 |  Buzzing Stocks: HDFC AMC, Wipro, Tata Motors and other stocks in news today |  14 Tata Xpres-T EVs delivered in Kolkata"
19-07-2021, Tata Nexon EV registers its highest sales in India in June 2021
21-07-2021,"Tata Motors among big firms shortlisted to bid for BEML  |  Tata Nexon EV charges past 5,500 sales in 18 months"
23-07-2021," BS6 Tata Tiago NRG likely to be launched in India on 4 August, 2021"
24-07-2021,"Tata Motors stockyard in Haryana has been submerged in water |  Tata Nexon EV charges past 5,500 sales in 18 months"
25-07-2021,Tata Motors inaugurates eight new showrooms in Ahmedabad |  Tata opens 8 new showrooms in Ahmedabad in a single day
26-07-2021,"Tata Motors Q1 consolidated loss narrows to Rs 4,451 cr; JLR revenue up 73 |  Tata Motors expects govt to be consistent with support for local production of EVs"
27-07-2021," Tata Motors nearly halves April-June loss to Rs 4 |  Tata Motors rolls out 10,000th unit of new Safari"
29-07-2021,Tata Motors launches the all-new Ace Gold Petrol CX at Rs |  Tata Motors launches all-new Ace Gold Petrol CX at Rs |  Tata Motors launches Ace Gold Petrol CX starting at ₹3
30-07-2021,"Tata Motors to look at fund raising for EV business, charts 25% sales from battery-powered cars |  Tata Nexon EV witnesses demand equivalent to the diesel variant |  Tata takes Tejas stake for telecom gear foray "
02-08-2021, Tata Motors to hike car prices for fourth time this year
04-08-2021,"Tata car offers April 2021: Avail benefits of up to ₹65,000 on Harrier, Tiago, etc"
05-08-2021,"Tata Safari, Harrier, Nexon, Others Get Costlier |  Tata Motors hikes prices across the model range up to Rs 36400 |  Price Hike Alert! Tata cars and SUVs now cost more by up to Rs 36,400"
07-08-2021, Tata Motors partners with J&K Bank to bring attractive financing options for its customers
09-08-2021,Review: Why 2021 Tata Tigor EV seeks undivided attention |  Tata Tigor Electric: Our observations after 2 days of driving
11-08-2021," Tata Motors joins hands with Equitas SFB to bring attractive financial solutions for its Small Commercial Vehicle  |  Reliance Industries, Tata Motors, Britannia and other hot stocks on November 8 as markets reopen after Diwali"
12-08-2021,Tata Motors unveils 21 new commercial vehicle models |  Tata Motors is now breathing down on Hyundai with its 12
15-08-2021," 5 much-awaited car launches in August 2021, Check Tata, Honda's upcoming sedans, SUVs"
16-08-2021,Tata Motors collaborates with Bank of Maharashtra for car loan scheme  |  Tata Safari vs Hyundai Alcazar Fully-Loaded  |  Tata’s next electric car Tigor EV unveil on August 18
19-08-2021,"Tata Motors and Bank of Maharashtra join hands to introduce new financing schemes |  Tata dealer not allowed to sell Safari; booking amount stuck |  How Tata Motors targets different set of buyers with Tigor EV, Nexon EV"
20-08-2021, S&P puts Tata Group cos on CreditWatch with positive implications |  Prassy's 2018 Tata Safari Storme VX 4x2 Varicor 400 
21-08-2021, Prassy's 2018 Tata Safari Storme VX 4x2 Varicor 400  |  Tata Tigor EV to supply over 300-km range? Dealership images surface
22-08-2021,"Gujarat: Tata Motors signs LTS with its Sanand union |  Tata Motors releases teaser for upcoming SUV Tata HBX; expected price, engine, other features |  Tata Motors reveals first glimpse of new micro SUV Tata HBX"
24-08-2021,Tata Motors gets NCLT nod for hiving off passenger vehicles biz into separate entity |  Tata Motors gets NCLT nod to hive off PV biz to separate entity |  Tata Motors gets NCLT approval to hive off PV business
25-08-2021,Strange battery problem in my Tata Nexon EV
26-08-2021,Tata Motors honors Olympians who narrowly missed the podium finish but inspired billions |  2021 Tata Tigor EV to be launched on August 31
27-08-2021,Which Is Tata Group's Most Expensive Stock? All You Need To Know About Tata Elxsi Share Price |  Tata Motors delivers Nexon EV to the Municipal Corporation of Greater Mumbai (MCGM) |  Tata Motors gets NCLT approval to hive off PV business
28-08-2021,Tata Punch to Mahindra XUV700: Car launches planned for 2021 festive season |  Tata Sons hikes stake in group companies
29-08-2021,"From new Ford EcoSport SUV to Tata Punch, car launches in September  |  Tata Punch: What we know so far"
30-08-2021, Tata Motors supplies Nexon EV to MCGM
01-09-2021,Tata Motors floats VRS scheme to control costs: Report |  Tata Motors’ VRS may not interest workers at Pune plant
02-09-2021,Tata Nexon EV continues to be the preferred car across the Eastern region |  Parking dispute with Tata dealer 
04-09-2021,"New Tata Safari becomes the official partner for Vivo IPL 2021 |  Three cars driving Tata Motors – Tata Altroz, Tata Tigor and Tata Nexon"
05-09-2021,2 years with a Tata Nexon 1
07-09-2021," Tata Motors rolls out exclusive finance schemes for passenger vehicles customers |  Tata Motors' new Altroz, Nexon, Harrier Dark Edition"
10-09-2021,Tata Harrier Drives the Historic Sudarshan Bharat Parikrama Rally to Jamshedpur today |  Tata Punch: Can Tata Motors’ new sub-compact SUV thrive in a highly competitive segment?
11-09-2021,"After Tata Motors, TVS Motor Company also exploring PE investors route for EV arm"
12-09-2021,"IRA connected car tech experience on my Tata Altroz |  HCL Tech, Tata Motors and Nazara Technologies are the top stocks to watch out for on December 9"
13-09-2021,The legendary Tata 407 goes Green: Tata Motors launches all-new CNG variant of the model |  Gearbox replaced under warranty on my brand new Tata Tiago |  Tata 407 CNG variant launched at Rs 12
14-09-2021,"Tata Motors signs a PPA with TATA Power to commission 3 MWp Solar Rooftop Project at its Pune plant |  Tata Sons considers historic revamp of its leadership: Report |  Tata Sons mulls leadership structure revamp, may create CEO role"
15-09-2021, Tata Motors announces commercial launch of the 'XPRES T EV' for fleet customers with FAME subsidy pricing
16-09-2021,"National Geographic's new documentary 'Evolve to Electric with Tata Motors', brings forth Tata Motors' efforts to  |  Tata Motors opens 70 new sales outlets in one day"
18-09-2021," National Geographic's new documentary 'Evolve to Electric with Tata Motors', brings forth Tata Motors' efforts to  |  Tata Motors drives in Safari Gold Edition at Rs 21"
19-09-2021,"CSK vs MI Tata IPL 2023 Highlights: Rahane, Gaikwad lead CSK to 7 wickets win over MI  |  National Geographic documentary on Tata Nexon EV airs on September 18 at 7:00 pm"
20-09-2021,"Tata Punch unofficial bookings open, interior revealed |  Is this the Tata Altroz CNG?"
21-09-2021,"Tata Altroz sells over 240,000 units since launch four years ago |  Tata Altroz launched in 2020, nears 2 |  Tata Motors shares: Rs 500 target in sight despite chip shortage worries"
27-09-2021,"First look: Tata Safari Gold edition aims to capture festive market, outplay rivals |  Tata Motors team meets Tamil Nadu CM"
28-09-2021,"Tata Motors celebrates 1,00000-rollout milestone for ALTROZ – #TheGoldStandard of Premium Hatchbacks |  Tata Motors rolls out 1,00,000 units of the Altroz |  Tata Motors rolls out 1,00,000th unit of Altroz from Pune plant"
03-10-2021,Tata Motors vs Delhi govt: Court grants interim relief over delisting of Nexon EV |  Tata Motors secures Delhi HC stay on delisting of Nexon EV |  Tata Motors stands by ARAI-certified 312km range for Nexon EV
04-10-2021, Tata Harrier Imagined as Antarctic-ready Expedition Vehicle
05-10-2021,Tata Motors hikes prices of all models by up to 1
06-10-2021," Tata Motors urges the Indian youth to be 'Atmanirbhar' with its new Ace Gold TVC |  Tata Motors rolls out the 2,00000th Nexon"
07-10-2021,Tata Nexon EV Dark edition first look
10-10-2021,Tata in the race to acquire Ford's Chennai plant
11-10-2021," This Tata Group telecom services stock has zoomed over 1,000% in one year |  Tata Motors, Mahindra & Mahindra dodge chip shortage with innovation"
14-10-2021,"Tata Motors rolls out 200,000th Punch 20 months after launch |  Tata Harrier Drives The Historic Sudarshan Bharat Parikrama Rally To Bhubaneshwar Today | 5 billion in Tata Motors EV division"
15-10-2021,"Tata Harrier Drives the Historic Sudarshan Bharat Parikrama Rally to Vizag Today |  Top 10 Safest Cars in India: Tata Punch, XUV300, Altroz, Nexon, Thar and more"
16-10-2021," Ownership review of our 2021 Tata Nexon XM Petrol  |  Maruti and Hyundai see UV share decline in H1 FY2022, Tata Motors enters double digits"
19-10-2021, Not just EVs: Tata Motors wants to ride SUV wave with Punch |  Tata Motors DVR hits over 4-year high; stock surges 53% in one month
23-10-2021, Tata Punch: Top-feature highlights
25-10-2021," Tata Motors to invest Rs 15,000 crore over next 4 years to launch 10 new electric vehicles"
27-10-2021, Tata Punch: My impressions from a driver's perspective
28-10-2021,"Tata Motors unveils 21 new commercial vehicles across all segments |  Tata Motors unveils 21 new commercial vehicles across all segments |  Tata Punch to launch on October 28: Check features, price and more"
30-10-2021," Tata Nexon and Tata Tiago get a colour revision |  Tata's car sales racing ahead, service network left behind"
31-10-2021, Maruti Suzuki vs Tata Motors: New customer choices could lead to change of guard
01-11-2021," Sensex, Nifty Close At Another Record High Led By Tata Motors, IT Stocks"
02-11-2021, Parking dispute with Tata dealer 
05-11-2021,"Tata Motors hikes prices across the model range up to Rs 36400 |  COVID-19 impact: Tata Motors extends warranty, free service period |  Tata Motors extends free service period amid pandemic "
06-11-2021, Tata Motors bags order of 115 ambulances from the Government of Gujarat; supplies first lot of 25 vehicles |  2020 Tata Harrier Automatic : Official Review - Page 67
07-11-2021,2020 Tata Harrier Automatic : Official Review - Page 70
08-11-2021," Tata Motors teases next electric car, set to be new Tigor EV |  New Tata Tigor EV with Ziptron powertrain teased ahead of official debut"
09-11-2021,Ownership review: My 2021 Tata Nexon XMS diesel manual
10-11-2021, Tata Motors accelerates BEST's green mobility journey; completes electrification of Worli depot
11-11-2021," Zomato, Tata Motors, Maruti Suzuki, Tata Steel and other hot stocks on November 11"
12-11-2021,Tata Motors to increase prices of its cars from January 2022 |  This Ratan Tata-backed startup offers doorstep diesel delivery
14-11-2021,Need to choose: Nissan Magnite CVT vs Tata Punch AMT
17-11-2021, Tata Motors market cap scales record high; tops Rs 2 trillion mark |  Tata Motors shares: Rs 500 target in sight despite chip shortage worries
19-11-2021,Will Tata Motors Shares Grow Further Or Will They Dampen?
20-11-2021, Tata Punch launched at Imphal
23-11-2021, Ownership review of my 2021 Tata Altroz XZ+ 1
24-11-2021,Tata Nexon EV gets a colour rejig
25-11-2021,"Tata Motors hikes prices of Tiago, Tigor, Altroz, and Nexon"
27-11-2021, Tata Motors to hike car prices for fourth time this year
28-11-2021,2021 Tata Safari Review - Page 96 |  Tata Motors Nexon SUV gets costlier |  Tata Punch is the Principal Sponsor for 2021-22 Hero Indian Super League
29-11-2021, 2021 Tata Safari Review - Page 96
30-11-2021, 2021 Tata Safari Review - Page 96
04-12-2021,"Tata Motors delivers the All-New Safari to Rani Sahiba Mahendra Kumari Ji, of Jodhpur |  Tata Motors launches ceramic coating in house service with new Safari |  Discounts of up to Rs 65,000 being offered on Tata Harrier right through April"
07-12-2021," Tata Motors introduces Harrier, Altroz, Nexon dark edition: First look"
09-12-2021, Tata Nexon EV surpasses 1000 unit sales milestone in August 2021 |  Exclusive: Tata Punch Reveal and Bookings To Open On September 12
11-12-2021, Ownership review: My 2021 Tata Safari XZA 7 seater AT
13-12-2021," 2021 Tata Altroz XZ+ diesel: 4,000 km update"
15-12-2021,Tata Motors to sign a retail finance MoU with Bandhan Bank |  Tata Motors ties up with Bandhan Bank to offer financing options to its passenger vehicle customers  |  My Tata Zest XT: 7 years and 1 lakh km update
18-12-2021,"Tata Motors, Maharashtra tie up for scrappage unit"
21-12-2021,Tata Motors forms new subsidiary to manufacture electric motor vehicles |  Tata Motors forms EV business arm; invests INR 700 crore
22-12-2021, My Tata Nexon XMA(S) - Initial Ownership Review
23-12-2021,Tata Motors forms new subsidiary to manufacture electric motor vehicles |  Tata Motors incorporates electric vehicle subsidiary
